,size,true_value_max,true_value_min,value_max,value_max_time,value_min_def,value_min_def_time,delta_max,delta_min
1536,17,8.990831972649957,0.06964625972514521,8.990833163835156,0.0,0.06964626603153222,0.0,1.191185198479161e-06,6.3063870098245545e-09
1537,17,8.528449736509526,0.05471801122399182,8.528448704135958,0.0,0.054718013101577104,0.0,1.0323735679662605e-06,1.8775852816954597e-09
1538,17,8.55151050007943,0.533270869197917,8.551510233313335,0.0,0.42133321568275056,0.2548081874847412,2.667660954358553e-07,0.11193765351516644
1539,17,8.16270936998944,0.40491357521814225,8.16271024019509,0.0,0.9067293459764327,0.3160843849182129,8.702056497611466e-07,0.5018157707582904
1540,17,8.400097749239233,0.39371027253357854,8.400097153748494,0.0,0.5699186670805291,1.2196502685546875,5.954907393856956e-07,0.17620839454695053
1541,17,8.290955134088206,0.242899250553028,8.29095416794335,0.0,0.14011187866359173,1.2277522087097168,9.661448565623232e-07,0.10278737188943626
1542,17,8.175906310820421,0.05953431147430293,8.17590705536743,0.0,0.059534316004046205,0.0,7.445470089351147e-07,4.529743274916953e-09
1543,17,8.318407988517809,0.13815261824070704,8.31847308732069,0.0,0.2900221830586918,1.2379674911499023,6.509880288163572e-05,0.15186956481798478
1544,17,8.361136814864553,0.38868950100592636,8.361136436487618,0.0,3.047272776849568,1.2590341567993164,3.783769351173305e-07,2.658583275843642
1545,17,8.286489353906427,0.12534980509607696,8.286489018888327,0.0,0.1253498230485313,0.0,3.3501810037250834e-07,1.795245432867354e-08
1546,17,8.54361384759944,0.3824811309050022,8.543726422346843,0.0,1.0626278601945869,0.15851783752441406,0.0001125747474031158,0.6801467292895846
1547,17,8.466948495592238,0.18709224501041108,8.466948528634333,0.0,0.18709234466934885,0.0,3.304209528209867e-08,9.965893776886503e-08
1548,17,8.272554315558715,0.422186419952486,8.27255535944134,0.0,0.36066506877562976,1.2463288307189941,1.043882624784942e-06,0.061521351176856254
1549,17,8.058153111623547,0.08409335923408888,8.058152147648226,0.0,0.08409334312495641,0.0,9.6397532090009e-07,1.6109132472408305e-08
1550,17,8.884830921435872,0.18794156422504055,8.88483098738906,0.0,0.18794160887548855,0.0,6.595318780000525e-08,4.465044800561202e-08
1551,17,8.576459955028733,0.08096751591393392,8.57645961070493,0.0,0.08096752160159151,0.0,3.4432380324744827e-07,5.68765759489942e-09
1552,17,8.442275852478677,0.31161073186636906,8.44227578179708,0.0,0.42052160834916785,1.2420358657836914,7.068159568746069e-08,0.10891087648279879
1553,17,8.364591127640704,0.41932652411219795,8.36459304413364,0.0,0.35079461534785067,1.2613921165466309,1.916492935905012e-06,0.06853190876434728
1554,17,8.65152398344589,0.1033147096500712,8.651524230044592,0.0,0.10331474999873087,0.0,2.4659870234700065e-07,4.034865967728063e-08
1555,17,7.984178833577012,0.23330577624140414,7.984180214869315,0.0,0.2333054203182655,0.0,1.3812923027600732e-06,3.559231386285333e-07
