,size,value_max_time,value_min_def_time,delta_max,delta_min
748,9,0.0,0.0,4.815406269287337e-07,6.513957552523042e-08
749,9,0.0,0.0,9.69475843604073e-07,3.802168718758381e-10
750,9,0.0,1.2382678985595703,2.1153050777655835e-07,0.9553269251744642
751,9,0.0,0.0,1.6322626184006594e-07,2.6090686264246266e-08
752,9,0.0,0.0,1.2596969316547302e-06,8.790125675950389e-09
753,9,0.0,0.0,1.6590354903200932e-06,7.55336006519336e-08
754,9,0.0,0.0,2.0920962118253783e-07,7.437126678389028e-10
755,9,0.0,1.2371115684509277,1.4274833803895604e-06,0.06927889788352115
756,9,0.0,0.10181164741516113,4.2284780743528927e-07,0.017971099085366593
757,9,0.0,0.0,5.882886195962556e-07,2.391600500972757e-09
758,9,0.0,0.0,8.549074479446972e-07,4.4661694481584746e-10
759,9,0.0,1.2351200580596924,1.1723993447176895e-06,0.128824733949222
760,9,0.0,0.0,1.7035726749270452e-06,5.580556156070671e-10
761,9,0.0,1.2177135944366455,2.1363488755810067e-07,0.02371696591861776
762,9,0.0,0.0,1.5903283845375427e-07,4.5874278098434473e-08
763,9,0.0,0.0,3.1085729368385273e-07,5.4879333605262204e-08
764,9,0.0,0.0,4.5364543526105194e-06,9.231391692732238e-13
765,9,0.0,0.0,1.1223490501421907e-06,1.6270789199301916e-06
766,9,0.0,0.0,3.2624471426601076e-06,1.2468466154547109e-06
767,9,0.0,1.2510895729064941,4.868422296411268e-07,0.16284325121062282
768,9,0.0,0.0,6.97424189510798e-08,6.698690054318668e-07
769,9,0.0,0.0,2.4064844428295373e-07,1.5816762635734172e-08
770,9,0.0,0.0,7.748095095294616e-06,1.2573529509229964e-09
771,9,0.0,0.0,8.702975009100555e-06,9.860133954875394e-07
772,9,0.0,0.012505292892456055,2.6351951554204334e-06,1.960157202579582e-05
773,9,0.0,1.2279386520385742,4.981468594955629e-06,0.41507217594411533
774,9,0.0,0.0,1.8481484360677314e-06,7.271642524786515e-07
775,9,0.0,0.0,2.792237190796243e-06,0.0002848665804389139
776,9,0.0,0.0,5.469892094822626e-08,5.711975062383523e-08
777,9,0.0,0.0,3.2059918897431317e-07,3.44747147495994e-12
778,9,0.0,0.0,3.0932553496398896e-07,1.731445049835134e-08
779,9,0.0,1.2349278926849365,1.585068504006415e-06,0.01203886856763646
780,9,0.0,1.235278606414795,5.192312713120373e-08,0.13297557120688402
781,9,0.0,0.0,2.576356807892921e-07,9.945096829389044e-10
782,9,0.0,0.0,2.1881341982776803e-07,1.1922404036246448e-10
783,9,0.0,0.0,7.867581830467429e-07,1.4060207345623077e-08
784,9,0.0,0.0,8.44839491609406e-06,1.7602690832729806e-09
785,9,0.0,0.0,1.2056643310387472e-06,3.3937443202902706e-08
786,9,0.0,1.2488970756530762,8.90033025058301e-08,0.18950250520573242
787,9,0.0,0.0,3.8334424710129156e-06,3.310134638612183e-08
788,9,0.0,0.0,4.882516062565401e-07,7.074907137916142e-08
789,9,0.0,1.2184481620788574,1.1170638347657302e-05,0.4709013992044366
790,9,0.0,0.0,4.895257168513467e-07,5.951040685236997e-08
791,9,0.0,0.0,2.0283212558425134e-06,6.239632005522466e-08
792,9,0.0,0.0,2.626096113012011e-06,2.4738850334660167e-06
793,9,0.0,0.0,1.3295740028951286e-06,5.3461780141761395e-11
794,9,0.0,0.0,7.46432402110031e-07,4.856830718158456e-08
795,9,0.0,1.2352368831634521,7.030565623011853e-07,0.10708395177726537
796,9,0.0,0.952282190322876,4.0388098998533906e-07,0.012041848803301308
797,9,0.0,0.015625,3.3135166965791996e-07,3.282096144474611e-06
798,9,0.0,0.0,3.312871674765461e-07,9.785489030189609e-09
799,9,0.0,0.0,1.1829757884385117e-07,1.451429160748141e-07
800,9,0.0,0.42295265197753906,8.539938605167663e-07,1.0648241333133204
801,10,0.0,0.0,1.4405191386401839e-06,1.0161393914631667e-06
802,10,0.0,0.0,5.723022465708993e-06,3.091798921051048e-08
803,10,0.0,0.0,1.1335561058700705e-06,4.5819099694921483e-08
804,10,0.0,0.0,4.381054896640535e-08,1.069532562514297e-08
805,10,0.0,0.0,4.3121683290792134e-07,3.347426830169198e-08
806,10,0.0,1.241405725479126,9.560709556488689e-06,0.88943541095589
807,10,0.0,0.0,1.0065370759093639e-07,1.9434925507821887e-07
808,10,0.0,0.0,2.569851593747785e-07,2.8285908476588517e-08
809,10,0.0,0.0,8.543147078654556e-08,5.703461875006255e-08
810,10,0.0,0.4080984592437744,8.756728187009344e-07,0.18062902349747556
811,10,0.0,1.2259657382965088,2.349766041298551e-06,0.16758004980833907
812,10,0.0,0.0,3.7283185658765206e-06,1.6370221567196808e-09
813,10,0.0,0.0,4.3631852086889467e-07,3.857004812757303e-07
814,10,0.0,0.0,9.720886939845741e-08,1.5796554635461035e-06
815,10,0.0,0.0,5.646136989057027e-07,2.2687366163509637e-07
816,10,0.0,1.2367284297943115,1.132924065672114e-08,0.002544087970172984
817,10,0.0,0.0,7.745689503124709e-07,3.119183036859319e-11
818,10,0.0,0.0,1.1506662396243428e-06,4.036220083158959e-07
819,10,0.0,0.0,2.2975198792352103e-06,1.1673648062093811e-08
820,10,0.0,0.0,9.279157682229311e-07,5.130249119023045e-06
821,10,0.0,1.2281360626220703,8.494780923129497e-07,0.06269946101302187
822,10,0.0,0.0,1.0391165705669891e-07,2.359146623664987e-06
823,10,0.0,1.256300687789917,9.017460076421457e-07,0.12543484109311298
824,10,0.0,1.298628568649292,8.89763054345849e-07,0.005069500280590944
825,10,0.0,0.0,1.9830454982106005e-05,7.770098356396637e-09
826,10,0.0,0.8300340175628662,3.9016141313297226e-06,8.088914876359782
827,10,0.0,0.0,7.415326459536686e-07,1.0888868848257793e-08
828,10,0.0,0.0,9.808923140397496e-07,2.0053948432408042e-10
829,10,0.0,0.0936434268951416,4.1538019956988137e-07,0.05717490460301791
830,10,0.0,1.216902256011963,1.1684844762882562e-06,0.03724194798851038
831,10,0.0,0.0,4.259576531495668e-07,1.4286609170688358e-07
832,10,0.0,1.2373547554016113,6.836437238533222e-07,2.529370419162669
833,10,0.0,0.0,5.700109113604412e-07,1.1257802981501364e-07
834,10,0.0,0.0,9.371959608373004e-07,5.929795615644551e-07
835,10,0.0,0.0,1.2180686201013202e-05,1.4695638814177236e-07
836,10,0.0,0.015624523162841797,2.7974432281752115e-07,2.1985344100805548e-11
837,10,0.0,0.0,2.8985955058402624e-06,7.167872986824086e-08
838,10,0.0,0.0,3.5082712113165826e-07,3.516472224518452e-09
839,10,0.0,0.0,4.501049305716265e-06,7.221155424763648e-05
840,10,0.0,0.0,5.629466315326681e-08,6.28266967617197e-08
841,10,0.0,0.0,6.834829324731118e-07,1.6912920128286935e-07
842,10,0.0,0.0,1.6085079392880175e-06,3.22068760549854e-14
843,10,0.0,0.0,5.121288881859698e-06,8.489094435737421e-08
844,10,0.0,0.586756706237793,3.5992089006953165e-06,0.23715735822561687
845,10,0.0,1.2362830638885498,1.088352149736238e-06,0.05765010495227069
846,10,0.0,0.0,1.284773203380496e-06,7.123140838283248e-08
847,10,0.0,0.0,2.8504274141027963e-07,5.88528234479746e-09
848,10,0.0,1.2261996269226074,7.956350813742574e-07,0.3693731713651818
849,10,0.0,0.0,1.4803105399252559e-06,5.36855638721967e-07
850,10,0.0,0.0,1.0989708743025517e-06,1.0578202455091557e-06
851,10,0.0,0.0,3.0958449848128566e-07,9.799064754067999e-10
852,10,0.0,0.0,1.2382601308758012e-06,4.582403727027007e-07
853,10,0.0,0.0,1.174078867904882e-06,5.717462808751961e-09
854,10,0.0,0.0,5.066860326863321e-07,1.3548112132166779e-08
855,10,0.0,1.217172622680664,2.6136565303147563e-06,0.04579864232563269
856,10,0.0,1.264270544052124,9.888218608367083e-07,0.058446038927464306
857,10,0.0,0.0,2.1939208876275984e-06,1.3718200671086755e-05
858,10,0.0,0.0,8.56005336835608e-07,2.3207289724380686e-06
859,10,0.0,0.0,7.014412493511202e-06,3.1758095792033814e-08
860,10,0.0,0.0,3.6178144302567716e-07,1.1081449993732839e-10
861,10,0.0,0.0,1.254204454070873e-06,7.918214695035175e-13
862,10,0.0,0.0,3.790356668531558e-07,2.889014911744425e-07
863,10,0.015624761581420898,0.0,9.410058182446335e-06,7.169588921718262e-07
864,10,0.0,1.2232427597045898,2.896928165796453e-06,0.46307263052958014
865,10,0.0,0.0,1.6372959255051e-07,3.986953603929422e-07
866,10,0.0,1.2315590381622314,2.073457103790588e-07,0.20331171615040433
867,10,0.0,0.0,2.372884139845155e-06,1.014123607312456e-08
868,10,0.0,1.220470905303955,6.995289236755298e-08,1.3529645151498877
869,10,0.0,0.0,4.3019735231908385e-06,3.81652362357876e-06
870,10,0.0,0.0,2.863825514509699e-07,1.0540023467897619e-07
871,10,0.0,0.3398163318634033,2.0475853643731057e-06,2.3277854344358935
872,10,0.0,0.0,1.8368378595923218e-06,2.356747536569337e-07
873,10,0.0,0.0,2.867082926627518e-07,1.5874978803731565e-08
874,10,0.0,0.0,4.9333027449804945e-06,1.534146179538176e-08
875,10,0.0,1.2469351291656494,7.643502533127844e-07,0.009621629664477521
876,10,0.0,1.235335350036621,1.492012214221461e-06,0.18635943326471327
877,10,0.0,0.0,1.5179118832975291e-06,2.9637034382190564e-07
878,10,0.0,0.0,6.302879610231571e-06,4.281612314693817e-09
879,10,0.0,0.0,8.729158391673764e-07,8.562054162886135e-09
880,10,0.0,0.12629389762878418,2.4836622536383857e-06,0.09224210943668854
881,10,0.0,0.0,6.334785824790856e-07,2.3726292338599464e-06
882,10,0.0,0.0,1.464405599449492e-06,1.0424284493937286e-06
883,10,0.0,0.0,1.0969777886060683e-07,9.008579281155615e-08
884,10,0.0,1.244478464126587,1.987420737314949e-06,0.013072482621984433
885,10,0.0,0.0,1.1321424677745995e-06,2.6526612226240864e-08
886,10,0.0,0.0,2.023896121805535e-06,8.82529869461468e-08
887,10,0.0,1.2200443744659424,1.1050607469087481e-06,0.07803740229445877
888,10,0.0,0.0,1.4686066478475368e-06,7.144278335591281e-09
889,10,0.0,1.2463300228118896,6.733232158495639e-07,0.029130469232544448
890,10,0.0,0.15317177772521973,7.052772943438868e-08,0.4544661767654068
891,10,0.0,1.2224717140197754,5.875470279192996e-07,0.004993794657515149
892,10,0.0,0.0,6.746695833115268e-07,3.5733516354219397e-09
893,10,0.0,0.0,4.848001955437553e-07,6.161263876869327e-08
894,10,0.0,1.2386360168457031,5.2392439719994854e-08,0.06807801594828815
895,10,0.0,0.5287113189697266,7.460378714796434e-08,0.3210644650193371
896,10,0.0,0.0,5.10907248951753e-07,1.7016524800350652e-08
897,10,0.0,0.008007049560546875,3.4560982973275145e-06,5.603384722885352e-07
898,10,0.0,1.2444591522216797,3.321216137663896e-07,0.7824070225902837
899,10,0.0,0.0,1.5170597489344573e-07,6.775140083403741e-07
900,10,0.0,0.0,1.4065708189292536e-06,5.712783555100742e-07
901,11,0.0,0.0,1.7676975239133697e-05,6.504399310824915e-09
902,11,0.0,1.2293457984924316,1.378863836443145e-06,0.4459811909594518
903,11,0.0,1.2448809146881104,1.869156402989347e-07,0.0859462145594374
904,11,0.0,0.0,3.1674721512331416e-07,3.477716514765916e-08
905,11,0.0,0.0,4.273818641209459e-07,8.112580886510123e-06
906,11,0.0,0.0,1.263868645295929e-07,3.694248280061707e-07
907,11,0.0,0.0,1.8426900174617344e-06,1.1485719528248062e-08
908,11,0.0,1.2487614154815674,2.2033917002062253e-06,0.875367104549165
909,11,0.0,0.0,2.5683006263932384e-06,5.171818043270271e-08
910,11,0.0,0.0,5.4806119109684914e-06,2.0113372291019616e-06
911,11,0.0,0.0,1.1945065292451318e-07,5.17190477944407e-09
912,11,0.0,0.8416221141815186,4.827107913385476e-07,0.08279148419797566
913,11,0.0,0.571113109588623,2.126764629295508e-06,0.1258223703186952
914,11,0.0,0.0,1.7473205193851982e-07,2.3867439064573226e-06
915,11,0.0,0.0,4.873536948224455e-06,1.0600071168043179e-11
916,11,0.0,1.2325160503387451,3.793583207567508e-07,0.007664464033157903
917,11,0.0,0.0,3.249837829955027e-07,2.5383347229679387e-07
918,11,0.0,0.0,1.577383005546551e-06,3.648524128652131e-09
919,11,0.0,0.0,6.045849465508013e-07,1.2881945149478824e-07
920,11,0.01563096046447754,0.0,7.535204460396017e-08,2.8278900054967693e-10
921,11,0.0,0.9847171306610107,6.166903787629963e-07,0.045216629519136964
922,11,0.0,0.0,1.3089235473273675e-07,2.54609777566861e-08
923,11,0.0,0.0,1.2616812217203233e-06,5.32143149040154e-06
924,11,0.0070056915283203125,0.0,3.260502394564213e-05,4.176131780664338e-09
925,11,0.0,1.2236440181732178,1.5412788814117562e-06,0.968217232774043
926,11,0.0,1.2403466701507568,1.3155435636846846e-05,64.39431889304547
927,11,0.0,1.2517259120941162,5.471666862710833e-06,0.008485540604440373
928,11,0.0,0.0,1.6988927233896334e-06,1.7582289790762928e-14
929,11,0.0,0.0,1.280700582029226e-06,1.1098707706214128e-06
930,11,0.0,0.0,5.411194345938952e-07,1.3970918297245838e-08
931,11,0.0,1.2231717109680176,5.012339263643639e-07,0.022130064726937175
932,11,0.0,0.0,8.927698047500598e-07,4.055234897881732e-10
933,11,0.0,0.01562809944152832,6.1302357590165e-07,5.897090172013453e-07
934,11,0.0,0.0,1.8931810217281964e-06,9.353353022656385e-09
935,11,0.0,1.2275142669677734,1.4900334761591694e-06,0.2545573256040725
936,11,0.0,1.2462396621704102,2.2002568087486907e-06,0.10312281181187183
937,11,0.0,0.0,8.903959001216322e-07,8.670391904441743e-09
938,11,0.0,0.0,1.6056974088130005e-06,3.065160298632019e-07
939,11,0.0,0.0,1.0129401664116244e-06,1.0768710048680852e-08
940,11,0.0,0.0,3.3094162166236174e-07,2.0422025764910146e-08
941,11,0.0,1.252178430557251,2.2562546853066578e-07,34.14624815664461
942,11,0.0,0.8838567733764648,1.4629749198746822e-06,0.7652113169932954
943,11,0.0,1.2431962490081787,1.8707311166821228e-06,0.2099818018807712
944,11,0.0,0.0035047531127929688,1.0056613001019343e-05,4.5582856210701905e-06
945,11,0.0,0.0,1.5627570864040763e-06,6.537309096832367e-10
946,11,0.0,0.0,2.1497551001559145e-06,1.2973039564823097e-06
947,11,0.0,1.2338731288909912,6.371910346913978e-06,0.0949575315137755
948,11,0.0,1.248406171798706,2.655522353123274e-07,0.39916165255249997
949,11,0.0,1.223116397857666,4.6623626293040843e-07,0.27616844516636874
950,11,0.0,1.2365620136260986,4.418614141243893e-07,0.08471369369275811
951,11,0.0,0.0,4.875044474772494e-07,1.80175883796041e-07
952,11,0.0,0.0,2.9688419456164183e-07,1.627153801742054e-05
953,11,0.0,0.0,4.2781595093188685e-06,1.0014399351443437e-08
954,11,0.0,0.0,4.401124842345894e-07,4.063060106529459e-06
955,11,0.0,0.0,4.774730602008503e-07,7.843304450361188e-09
956,11,0.0,0.015623331069946289,1.0674966510748618e-07,1.2761308948450178e-07
957,11,0.0,0.0,9.181645346245659e-07,1.5353045279553612e-08
958,11,0.0,0.8868403434753418,3.7246311723748704e-07,0.7641751758906037
959,11,0.0,0.0,1.496257342026297e-06,5.646464781849936e-08
960,11,0.0,0.0,5.556543154483506e-07,1.1688168385926012e-06
961,11,0.0,0.0,4.935781703352404e-06,2.5481232296398204e-07
962,11,0.0,0.0,2.1456695797894554e-07,1.3968434048328149e-11
963,11,0.0,1.2481138706207275,0.00021289414127156903,0.29943967547970907
964,11,0.0,1.231391429901123,7.83718986596682e-07,0.11505434425141275
965,11,0.0,0.0,4.084116751457145e-07,1.1338733799104439e-08
966,11,0.0,0.0,1.0683146189904846e-07,6.035280192273618e-09
967,11,0.0,1.2420532703399658,1.0414563860194903e-06,1.2911176726627673
968,11,0.0,0.0,1.5444536671793685e-07,8.909153081937404e-08
969,11,0.0,1.235018014907837,7.347732440265986e-07,0.4321828595071008
970,11,0.0,0.0,1.0309505551475695e-06,6.423232995877992e-06
971,11,0.0,1.2274606227874756,4.832422566103389e-06,0.04415391438360869
972,11,0.0,0.0,1.0220022783613558e-06,2.3158982301318964e-09
973,11,0.0,1.2754979133605957,2.7266605062692406e-07,0.3398800432695047
974,11,0.0,0.0,2.258571161206646e-06,7.155557216198538e-08
975,11,0.0,0.0,8.129209776441826e-07,7.534617481597117e-07
976,11,0.0,0.0,1.0560134429127288e-06,2.3371198419330774e-06
977,11,0.0,0.0,1.9295601934032902e-06,1.0262104421787654e-07
978,11,0.0,0.0,1.399281712721745e-07,1.9219754787691556e-07
979,11,0.0,1.2262389659881592,5.719859812458594e-07,0.8605653971703189
980,11,0.0,0.0,9.332507744375107e-08,6.138502443853167e-08
981,11,0.0,0.0,7.113765736477262e-07,1.6059134719914603e-05
982,11,0.0,0.0,5.690034194927307e-07,2.0689793273076518e-06
983,11,0.0,1.233689546585083,5.807091252307828e-08,0.07665359493050569
984,11,0.0,1.2677299976348877,6.195060633373828e-07,0.6097408875190421
985,11,0.0,1.2700254917144775,4.2954502532666083e-07,0.03831365754576854
986,11,0.0,0.0,1.6140102232498066e-06,4.0724312500017845e-06
987,11,0.0,0.0,1.8213759256369144e-06,2.0298850675337654e-07
988,11,0.0,0.0,2.451435578976202e-07,3.9149333719290524e-08
989,11,0.0,1.246753454208374,1.6707330665610698e-06,0.17149441310545172
990,11,0.0,1.2205255031585693,3.677169248206269e-06,0.02090091284787804
991,11,0.0,0.0,5.789209414075458e-07,3.7193503318877497e-08
992,11,0.0,1.221419334411621,5.449343074559465e-07,3.2151254256088593
993,11,0.0,1.2433087825775146,4.978810563827096e-07,0.009160767502242873
994,11,0.0,1.2391602993011475,1.4938674279818542e-06,2.594646063653173
995,11,0.0,1.235879898071289,4.593822673371051e-07,1.4966119436429002
996,11,0.0,0.0,2.0441441570540064e-06,3.0920925542243793e-13
997,11,0.0,0.0,8.594307816522928e-07,1.7147587058619074e-08
998,11,0.0,0.0,9.963120550793292e-08,9.211438617429124e-08
999,11,0.0,0.0,7.874652911965541e-07,8.2220120295462e-09
1000,11,0.0,0.0,5.402265053078281e-07,1.401632356456961e-06
1001,12,0.0,0.0,9.447463273914991e-07,4.796726718603317e-07
1002,12,0.0,0.0,8.043940340485278e-07,3.425608609275432e-08
1003,12,0.0,0.0,2.067441924324953e-07,5.4885878272847854e-09
1004,12,0.0,0.0,1.443024495451084e-06,5.213183442709379e-07
1005,12,0.0,0.49755215644836426,6.248607148151564e-06,5.7305091366588456e-08
1006,12,0.0,0.21742773056030273,4.6370360529124355e-07,0.060069492342914144
1007,12,0.0,1.2430717945098877,4.2347566875378106e-07,0.3113375949272563
1008,12,0.0,0.0,5.467711057249858e-07,9.140382423167281e-08
1009,12,0.0,0.0,2.016099722723652e-07,8.439984979513593e-07
1010,12,0.0,0.0,2.5173954689705624e-06,3.4554451314172674e-11
1011,12,0.0,0.09150052070617676,3.5120354713313873e-07,1.8117838450169952
1012,12,0.0,0.0,5.1275212928914016e-06,2.320607522254825e-07
1013,12,0.0,1.2382175922393799,1.3071190698710211e-06,0.10181479468724552
1014,12,0.0,0.0,6.091968662857994e-07,4.0399844969396526e-08
1015,12,0.0,0.0,8.013530905515154e-07,3.8958272371991676e-12
1016,12,0.0,0.0,2.5046192853039884e-07,1.4261090225398121e-08
1017,12,0.0,1.2291979789733887,9.372747675762128e-06,2.354149663576265
1018,12,0.0,1.2386269569396973,9.63938390441399e-07,0.06548671978865529
1019,12,0.0,1.2339344024658203,1.6380855640818481e-06,0.7639888540378899
1020,12,0.0,0.0,2.321000827087971e-06,1.2700618334804403e-11
1021,12,0.0,0.0,4.768789363396309e-07,3.643039149514582e-08
1022,12,0.0,0.0,1.9014717409504556e-06,4.7179175594047607e-07
1023,12,0.0,0.0,4.759538994036916e-07,7.218777381412522e-10
1024,12,0.0,0.0,7.148398406542356e-07,1.782010365658504e-08
1025,12,0.0,0.0,9.434779721928521e-07,1.348477336737819e-10
1026,12,0.0,1.2411856651306152,2.9432640591409154e-07,0.7047636985723609
1027,12,0.0,0.0,8.01827368945851e-08,1.1941842029128402e-09
1028,12,0.0156252384185791,0.0,6.087063342263832e-07,2.9712256571778894e-08
1029,12,0.0,0.0,8.929009602809401e-07,1.4116925337037678e-09
1030,12,0.0,0.0,2.576211546312379e-07,9.25832225495693e-07
1031,12,0.0,1.227339267730713,8.066045955601453e-07,0.11709014096050363
1032,12,0.0,1.2242085933685303,9.261499753776548e-07,0.04583537900811141
1033,12,0.0,0.0,8.711536705341416e-06,8.372324403205234e-09
1034,12,0.0,1.230661392211914,1.913207100301406e-06,0.1607288888513108
1035,12,0.0,1.2538528442382812,3.6481378646868734e-06,0.6328931999977343
1036,12,0.0,0.0,5.64594330656476e-05,6.607562622051866e-09
1037,12,0.0,0.0,8.608179982161346e-07,1.2015051731317783e-07
1038,12,0.0,1.0197250843048096,2.770744218949517e-06,0.010818500070654158
1039,12,0.0,0.0,1.3348374388044704e-06,5.168618041895279e-08
1040,12,0.0,0.0,1.6466431356221278e-06,3.695561218153287e-11
1041,12,0.0,0.0,6.598423025749867e-07,9.655073449077456e-08
1042,12,0.0,0.0,6.965091499111509e-07,1.2984377020797133e-07
1043,12,0.0,0.0,3.787002667010597e-07,8.082428372413464e-09
1044,12,0.0,0.0,6.740572553454172e-06,2.6446274531410907e-08
1045,12,0.0,0.0,7.744083960758985e-07,8.699319409277706e-07
1046,12,0.0,0.0,9.182053783973743e-08,2.3300895185540682e-08
1047,12,0.0,1.2301182746887207,8.685790033879925e-07,0.11113686775315346
1048,12,0.0,0.2506730556488037,1.3380485981429047e-06,1.7025637755629313
1049,12,0.0,0.841386079788208,1.7768883715518768e-06,0.10379537872168637
1050,12,0.0,1.241403341293335,1.516743463536585e-05,0.3977028883430261
1051,12,0.0,0.0,5.228536474888301e-07,1.0533869443385413e-08
1052,12,0.0,0.0,5.709517205687575e-07,3.387476177341142e-08
1053,12,0.0,0.015625476837158203,3.030409345683438e-07,5.921602921898916e-07
1054,12,0.0,0.0,2.440779791612613e-06,3.42296967575928e-08
1055,12,0.0,0.0,2.371518372790149e-06,1.1506367739166912e-06
1056,12,0.0,0.0,4.985287604952759e-07,1.5057686222896827e-08
1057,12,0.0,0.0,1.8070155149985112e-07,1.162493693807054e-07
1058,12,0.0,0.0,2.2185060655210975e-05,5.525038420411965e-06
1059,12,0.0,0.0,7.209940395824788e-07,1.2327830437031118e-08
1060,12,0.0,0.0,6.534140339908845e-07,2.2074542604944014e-07
1061,12,0.0,0.0,8.523585552921986e-07,1.9468174294878793e-10
1062,12,0.0,0.0,7.68907177928213e-08,1.5161950339681596e-07
1063,12,0.0,0.0,1.8631479736797019e-07,3.423791111734076e-11
1064,12,0.0,0.0,1.403282636758263e-07,9.564170008746764e-08
1065,12,0.0,0.0,1.1744892720599864e-06,1.7465979218478367e-08
1066,12,0.0,1.2345025539398193,3.257886076468708e-07,0.042525400964236404
1067,12,0.0,0.015635013580322266,7.351763247953613e-06,1.4671525439824418e-06
1068,12,0.0,0.0,1.31654571688955e-08,3.7095621741034535e-08
1069,12,0.0,1.234790563583374,1.1833568143160278e-06,1.2838170526192902
1070,12,0.0,0.770611047744751,5.500120892065752e-08,0.4773538640260255
1071,12,0.0,1.2502851486206055,1.8674243218441688e-07,1.7645899241554526
1072,12,0.0,1.2132413387298584,4.654096210643388e-07,0.010831836308525432
1073,12,0.0,0.3405735492706299,1.0746968381880606e-07,0.03018551503967204
1074,12,0.0,0.0,3.106029407007327e-07,3.911969610748134e-08
1075,12,0.0,0.015505790710449219,3.020189893732095e-07,1.8420259641660497e-05
1076,12,0.0,1.2239723205566406,4.341926427287035e-07,0.038192175600337774
1077,12,0.0,0.0,3.0326230096022755e-06,2.0751922055750605e-08
1078,12,0.0,1.2260870933532715,7.189754720471342e-07,1.6372842790543283
1079,12,0.0,0.0,1.1989235995102376e-06,1.0706238554036851e-07
1080,12,0.0,0.8130412101745605,4.731444471772761e-07,0.14171692510459566
1081,12,0.0,0.0,5.102699240921993e-08,1.1496731306126495e-06
1082,12,0.015635013580322266,0.0,6.559279057682943e-07,3.689512810822748e-07
1083,12,0.0,1.234799861907959,4.959834890350123e-06,0.029078767031554972
1084,12,0.0,0.0,2.8851654310102504e-07,1.7545154218367998e-10
1085,12,0.0,1.2223484516143799,2.2434101065726963e-07,0.3526214503727515
1086,12,0.0,1.2333331108093262,9.650527816873478e-07,0.01609865534336466
1087,12,0.0,0.0,5.3776547268569175e-06,5.6203069809246387e-08
1088,12,0.0,0.1270132064819336,1.574622868538711e-06,2.9275806420758776e-07
1089,12,0.0,0.0,2.854761671500228e-07,2.9054755740720584e-05
1090,12,0.0,0.0,3.4765367894706856e-05,2.8623420582629677e-06
1091,12,0.0,0.0,3.009466507108982e-07,3.954547494855465e-06
1092,12,0.0,0.0,2.1230516011883083e-07,7.468851925818143e-15
1093,12,0.0,0.015621662139892578,8.969094045241377e-07,2.262891173110404e-05
1094,12,0.0,0.0,2.536825007837251e-07,3.787978185287866e-08
1095,12,0.0,0.0,4.0001810930334614e-07,6.471451429179709e-07
1096,12,0.0,0.0,8.445102217535805e-08,6.736862456779846e-09
1097,12,0.0,0.0,2.0276816021791433e-06,5.889174958806365e-07
1098,12,0.0,0.015620946884155273,3.0275205098462266e-07,0.00012229494767973526
1099,12,0.0,0.0,1.5422777457807513e-05,1.7497265734633949e-06
1100,12,0.0,0.0,3.019083387734156e-06,1.6540537142728517e-07
1101,13,0.0,0.0,5.824388082942278e-08,3.3172182223317748e-06
1102,13,0.0,1.252507209777832,5.293164848652054e-07,0.2607928131126582
1103,13,0.0,1.2371618747711182,1.0149265374792549e-06,0.07651681342950978
1104,13,0.0,0.0,9.57424714886912e-06,3.2278830519594237e-07
1105,13,0.0,1.0595836639404297,9.8965783124072e-08,0.4720989912724061
1106,13,0.0,1.2238574028015137,1.4798350678191241e-06,0.255225900863812
1107,13,0.0,1.2427425384521484,4.2785614606799527e-07,0.552011899128821
1108,13,0.0,0.0,1.1803953583466864e-06,5.403372446699528e-08
1109,13,0.0,0.44982242584228516,3.650651194675447e-07,0.11654296694706101
1110,13,0.0,0.0,2.8463700463277064e-07,1.023875499384097e-06
1111,13,0.0,0.4406001567840576,1.623148231377769e-05,0.01685000009778903
1112,13,0.0,0.0,5.409078580598248e-07,1.19744502175001e-07
1113,13,0.0,1.264657735824585,1.0540572503714429e-07,0.0086498978871834
1114,13,0.0,0.0,2.7499968968669464e-07,2.1241154646300942e-07
1115,13,0.0,1.2451298236846924,1.0055284089816041e-06,0.7153743115553732
1116,13,0.0,1.229315996170044,1.5047864732053995e-07,0.23179923227704977
1117,13,0.0,0.0,1.205872988130352e-06,9.686920449392122e-07
1118,13,0.0,0.0,2.1343886924540811e-07,2.468010146250421e-08
1119,13,0.0,0.0,3.3337903015961956e-07,4.5539870568989116e-08
1120,13,0.0,0.0,4.490845553206668e-07,2.8164130194685555e-09
1121,13,0.0,1.2436442375183105,2.5420889926408563e-07,0.020440467554369707
1122,13,0.0,1.2447123527526855,7.426746749139568e-06,6.029213750726019
1123,13,0.0,1.2527780532836914,5.829403280088741e-07,0.7907131999132745
1124,13,0.0,0.0,9.827077320778699e-07,1.0617227336195967e-07
1125,13,0.0,0.0,2.5176871965015835e-07,2.63660507177077e-08
1126,13,0.0,0.0,1.5697564353267524e-05,1.4276279945435455e-06
1127,13,0.0,0.0,1.6524631707426352e-07,3.0640926185210304e-09
1128,13,0.0,0.0,2.901549502887235e-06,8.724773806201291e-08
1129,13,0.0,0.0,5.373942455477732e-07,1.7071020119718838e-07
1130,13,0.0,0.0,1.5033131894881535e-06,1.800593585898902e-07
1131,13,0.0,0.0,2.3291597836205824e-05,8.479447990983324e-09
1132,13,0.0,0.0,6.3862808374892666e-09,9.23390020557413e-08
1133,13,0.0,1.2369215488433838,1.7142742212428175e-06,0.46643612794011846
