,0,1,2,3,4,5,6,7,8
0.1,-0.7950041652780258,-0.6618259031903286,-0.5247941070689432,-0.38395576082024097,-0.23937271284737893,-0.09112143453361032,0.060707278376831764,0.21600866033417165,0.3746643850903216
0.1625,0.13317826208769712,0.13703179612138539,0.14083834624870228,0.14458304797286203,0.1482512783137686,0.1518287129104421,0.1553013819573399,0.15865572475614997,
0.225,0.003853534033688266,0.003806550127316899,0.003744701724159749,0.0036682303409065753,0.003577434596673479,0.0034726690468978028,0.003354342798810084,,
0.2875,-4.698390637136729e-05,-6.184840315714979e-05,-7.647138325317382e-05,-9.079574423309644e-05,-0.00010476554977567609,-0.00011832624808771897,,,
0.35,-1.48644967857825e-05,-1.462298009602403e-05,-1.4324360979922623e-05,-1.396980554257965e-05,-1.3560698312042874e-05,,,,
0.4125,2.4151668975846974e-07,2.9861911610140623e-07,3.545554373429738e-07,4.09107230536776e-07,,,,,
0.475,5.7102426342936496e-08,5.5936321241567555e-08,5.455179319380221e-08,,,,,,
0.5375,-1.1661051013689416e-09,-1.3845280477653432e-09,,,,,,,
0.6,-2.1842294639640158e-10,,,,,,,,
