,0,1,2,3,4,5
0.1,-0.7950041652780258,-0.5800665778412416,-0.3553364891256059,-0.12106099400288506,0.12241743810962724,0.3746643850903216
0.2,0.21493758743678415,0.2247300887156357,0.23427549512272083,0.2434784321125123,0.2522469469806944,
0.30000000000000004,0.009792501278851562,0.009545406407085122,0.009202936989791466,0.008768514868182087,,
0.4,-0.00024709487176644007,-0.000342469417293656,-0.0004344221216093791,,,
0.5,-9.537454552721591e-05,-9.195270431572311e-05,,,,
0.6,3.4218412114928043e-06,,,,,
