,0,1,2,3,4,5,6,7
0.1,-0.7950041652780258,-0.6424849293659586,-0.48494057505843896,-0.3224460052531688,-0.15510136831301458,0.0169684526778201,0.193614476801532,0.3746643850903216
0.17142857142857143,0.15251923591206717,0.15754435430751962,0.16249456980527016,0.16734463694015422,0.17206982099083468,0.1766460241237119,0.18104990828878964,
0.24285714285714285,0.005025118395452444,0.004950215497750543,0.004850067134884062,0.004725184050680453,0.00457620313287721,0.004403884165077754,,
0.3142857142857143,-7.490289770190062e-05,-0.00010014836286648121,-0.0001248830842036086,-0.00014898091780324307,-0.00017231896779945632,,,
0.3857142857142857,-2.5245465164580594e-05,-2.4734721337127397e-05,-2.4097833599634466e-05,-2.333804999621325e-05,,,,
0.4571428571428571,5.107438274531972e-07,6.368877374929305e-07,7.597836034212158e-07,,,,,
0.5285714285714286,1.2614391003973324e-07,1.2289586592828528e-07,,,,,,
0.6,-3.2480441114479675e-09,,,,,,,
