,0,1,2,3
0.1,-0.7950041652780258,-0.43132131189723055,-0.040904466435018216,0.3746643850903216
0.26666666666666666,0.3636828533807952,0.39041684546221234,0.41556885152533984,
0.43333333333333335,0.026733992081417135,0.025152006063127508,,
0.6,-0.0015819860182896273,,,
