,0,1,2,3,4
0.1,-0.7950041652780258,-0.5247941070689432,-0.23937271284737893,0.060707278376831764,0.3746643850903216
0.225,0.2702100582090825,0.2854213942215643,0.3000799912242107,0.31395710671348986,
0.35,0.015211336012481813,0.014658597002646379,0.013877115489279168,,
0.475,-0.0005527390098354346,-0.0007814815133672104,,,
0.6,-0.00022874250353177583,,,,
