,0,1,2,3,4,5,6
0.1,-0.7950041652780258,-0.6165747961885898,-0.43132131189723055,-0.23937271284737893,-0.040904466435018216,0.1638627108098979,0.3746643850903216
0.18333333333333335,0.17842936908943596,0.18525348429135924,0.19194859904985162,0.19846824641236072,0.2047671772449161,0.21080167428042373,
0.26666666666666666,0.006824115201923275,0.006695114758492382,0.006519647362509096,0.006298930832555394,0.006034497035507624,,
0.35,-0.00012900044343089334,-0.00017546739598328642,-0.00022071652995370172,-0.0002644337970477695,,,
0.43333333333333335,-4.646695255239308e-05,-4.52491339704153e-05,-4.371726709406776e-05,,,,
0.5166666666666666,1.217818581977781e-06,1.531866876347543e-06,,,,,
0.6,3.14048294369762e-07,,,,,,
